Gene ID	Transcript ID	StringTie ID	Chr	Location	Length	Classification	Exon number
BnaA10LNG0003300	BnaA10LNG0003300.1	MSTRG.39218.1	chrA10	14013545-14015258	1713	x	2
BnaA10LNG0003400	BnaA10LNG0003400.1	MSTRG.39257.1	chrA10	14306261-14307761	1500	o	2
BnaA10LNG0003500	BnaA10LNG0003500.1	MSTRG.39292.1	chrA10	14492795-14495486	2691	u	1
BnaA10LNG0003600	BnaA10LNG0003600.1	MSTRG.39428.1	chrA10	15162466-15165884	3418	u	1
BnaA10LNG0003700	BnaA10LNG0003700.1	MSTRG.39535.1	chrA10	15881783-15882349	566	u	1
BnaA10LNG0003800	BnaA10LNG0003800.1	MSTRG.39635.1	chrA10	16373105-16373974	869	u	2
BnaA10LNG0003900	BnaA10LNG0003900.1	MSTRG.39760.1	chrA10	17134484-17135424	940	u	1
BnaA10LNG0004000	BnaA10LNG0004000.1	MSTRG.39781.1	chrA10	17190869-17191523	654	u	1
BnaA10LNG0004100	BnaA10LNG0004100.1	MSTRG.39843.1	chrA10_random	125501-126061	560	u	1
BnaA10LNG0004200	BnaA10LNG0004200.1	MSTRG.39952.1	chrA10_random	1079323-1084757	5434	u	1
BnaA10LNG0004300	BnaA10LNG0004300.1	MSTRG.39989.1	chrA10_random	1348203-1348774	571	u	1
BnaA10LNG0004400	BnaA10LNG0004400.1	MSTRG.40005.1	chrA10_random	1437631-1438419	788	u	1
BnaA10LNG0004500	BnaA10LNG0004500.1	MSTRG.40014.1	chrA10_random	1503959-1504443	484	u	1
BnaA10LNG0004600	BnaA10LNG0004600.1	MSTRG.40097.1	chrA10_random	1838788-1841669	2881	u	1
BnaA10LNG0004700	BnaA10LNG0004700.1	MSTRG.40163.1	chrA10_random	2132409-2132843	434	u	1
BnaAnnLNG0000100	BnaAnnLNG0000100.1	MSTRG.40199.1	chrAnn_random	112352-113071	719	u	1
BnaAnnLNG0000200	BnaAnnLNG0000200.1	MSTRG.40297.1	chrAnn_random	869178-869406	228	u	1
BnaAnnLNG0000300	BnaAnnLNG0000300.1	MSTRG.40534.1	chrAnn_random	4246010-4246749	739	u	1
BnaAnnLNG0000400	BnaAnnLNG0000400.1	MSTRG.40562.1	chrAnn_random	4392737-4394045	1308	u	1
BnaAnnLNG0000500	BnaAnnLNG0000500.1	MSTRG.40774.1	chrAnn_random	6210375-6213625	3250	u	2
BnaAnnLNG0000600	BnaAnnLNG0000600.1	MSTRG.40860.2	chrAnn_random	7331701-7333964	2263	o	3
BnaAnnLNG0000700	BnaAnnLNG0000700.1	MSTRG.40883.1	chrAnn_random	7404171-7405012	841	u	1
BnaAnnLNG0000800	BnaAnnLNG0000800.1	MSTRG.40998.1	chrAnn_random	9196795-9200192	3397	u	1
BnaAnnLNG0000900	BnaAnnLNG0000900.1	MSTRG.41084.1	chrAnn_random	10220654-10221629	975	u	1
BnaAnnLNG0001000	BnaAnnLNG0001000.1	MSTRG.41096.1	chrAnn_random	10354080-10354493	413	u	1
BnaAnnLNG0001100	BnaAnnLNG0001100.1	MSTRG.41271.1	chrAnn_random	12228516-12233623	5107	u	1
BnaAnnLNG0001200	BnaAnnLNG0001200.1	MSTRG.41272.1	chrAnn_random	12234031-12234893	862	u	1
BnaAnnLNG0001300	BnaAnnLNG0001300.1	MSTRG.41382.1	chrAnn_random	13358080-13364992	6912	u	1
BnaAnnLNG0001400	BnaAnnLNG0001400.1	MSTRG.41383.1	chrAnn_random	13365209-13365981	772	u	1
BnaAnnLNG0001500	BnaAnnLNG0001500.1	MSTRG.41418.1	chrAnn_random	13628151-13629474	1323	u	2
BnaAnnLNG0001600	BnaAnnLNG0001600.1	MSTRG.41609.3	chrAnn_random	15460734-15461837	1103	o	2
BnaAnnLNG0001700	BnaAnnLNG0001700.1	MSTRG.41613.1	chrAnn_random	15492869-15493852	983	u	1
BnaAnnLNG0001800	BnaAnnLNG0001800.1	MSTRG.41657.1	chrAnn_random	15723990-15724329	339	u	1
BnaAnnLNG0001900	BnaAnnLNG0001900.1	MSTRG.41783.1	chrAnn_random	17116801-17118705	1904	u	1
BnaAnnLNG0002000	BnaAnnLNG0002000.1	MSTRG.41796.1	chrAnn_random	17218071-17221911	3840	u	1
BnaAnnLNG0002100	BnaAnnLNG0002100.1	MSTRG.42048.1	chrAnn_random	19932309-19933191	882	u	1
BnaAnnLNG0002200	BnaAnnLNG0002200.1	MSTRG.42052.1	chrAnn_random	20006728-20015437	8709	u	1
BnaAnnLNG0002300	BnaAnnLNG0002300.1	MSTRG.42401.1	chrAnn_random	27515596-27519088	3492	u	1
BnaAnnLNG0002400	BnaAnnLNG0002400.1	MSTRG.42417.1	chrAnn_random	27686918-27687475	557	u	1
BnaAnnLNG0002500	BnaAnnLNG0002500.1	MSTRG.42738.1	chrAnn_random	29253250-29253547	297	u	1
BnaAnnLNG0002600	BnaAnnLNG0002600.1	MSTRG.42945.1	chrAnn_random	31411790-31412880	1090	u	1
BnaAnnLNG0002700	BnaAnnLNG0002700.1	MSTRG.42949.1	chrAnn_random	31472703-31474092	1389	u	1
BnaAnnLNG0002800	BnaAnnLNG0002800.1	MSTRG.43003.1	chrAnn_random	31999178-32001907	2729	o	3
BnaAnnLNG0002900	BnaAnnLNG0002900.1	MSTRG.43085.1	chrAnn_random	32799736-32801274	1538	u	1
BnaAnnLNG0003000	BnaAnnLNG0003000.1	MSTRG.43099.1	chrAnn_random	32992882-32994394	1512	o	3
BnaAnnLNG0003100	BnaAnnLNG0003100.1	MSTRG.43153.1	chrAnn_random	33574886-33576500	1614	u	1
BnaAnnLNG0003200	BnaAnnLNG0003200.1	MSTRG.43235.1	chrAnn_random	34565223-34567512	2289	u	1
BnaAnnLNG0003300	BnaAnnLNG0003300.1	MSTRG.43305.1	chrAnn_random	34967264-34968055	791	u	1
BnaAnnLNG0003400	BnaAnnLNG0003400.1	MSTRG.43340.1	chrAnn_random	35153567-35154400	833	u	1
BnaAnnLNG0003500	BnaAnnLNG0003500.1	MSTRG.43341.1	chrAnn_random	35155662-35156757	1095	u	1
BnaAnnLNG0003600	BnaAnnLNG0003600.1	MSTRG.43429.1	chrAnn_random	35983059-35983709	650	u	1
BnaAnnLNG0003700	BnaAnnLNG0003700.1	MSTRG.43652.1	chrAnn_random	37942944-37946333	3389	u	1
BnaAnnLNG0003800	BnaAnnLNG0003800.1	MSTRG.43761.1	chrAnn_random	39036347-39039524	3177	u	1
BnaAnnLNG0003900	BnaAnnLNG0003900.1	MSTRG.43785.1	chrAnn_random	39069815-39071332	1517	u	1
BnaAnnLNG0004000	BnaAnnLNG0004000.1	MSTRG.43792.1	chrAnn_random	39636062-39636297	235	u	1
BnaAnnLNG0004100	BnaAnnLNG0004100.1	MSTRG.43858.1	chrAnn_random	39753792-39755643	1851	u	2
BnaAnnLNG0004200	BnaAnnLNG0004200.1	MSTRG.43875.1	chrAnn_random	39867680-39868527	847	u	1
BnaAnnLNG0004300	BnaAnnLNG0004300.1	MSTRG.43920.1	chrAnn_random	40393311-40395749	2438	u	1
BnaAnnLNG0004400	BnaAnnLNG0004400.1	MSTRG.44084.1	chrAnn_random	41363693-41366281	2588	u	1
BnaAnnLNG0004500	BnaAnnLNG0004500.1	MSTRG.44087.1	chrAnn_random	41389729-41390639	910	o	2
BnaAnnLNG0004600	BnaAnnLNG0004600.1	MSTRG.44205.1	chrAnn_random	42260255-42260707	452	u	1
BnaAnnLNG0004700	BnaAnnLNG0004700.1	MSTRG.44229.1	chrAnn_random	42351908-42353449	1541	u	2
BnaAnnLNG0004800	BnaAnnLNG0004800.1	MSTRG.44247.1	chrAnn_random	42438146-42438701	555	u	1
BnaAnnLNG0004900	BnaAnnLNG0004900.1	MSTRG.44270.1	chrAnn_random	42524270-42526907	2637	u	1
BnaAnnLNG0005000	BnaAnnLNG0005000.1	MSTRG.44306.1	chrAnn_random	42712608-42714240	1632	u	1
BnaAnnLNG0005100	BnaAnnLNG0005100.1	MSTRG.44368.1	chrAnn_random	43288981-43289266	285	u	1
BnaAnnLNG0005200	BnaAnnLNG0005200.1	MSTRG.44429.1	chrAnn_random	43764705-43765015	310	u	1
BnaAnnLNG0005300	BnaAnnLNG0005300.1	MSTRG.44482.1	chrAnn_random	44028751-44030958	2207	u	1
BnaAnnLNG0005400	BnaAnnLNG0005400.1	MSTRG.44565.1	chrAnn_random	44843039-44843604	565	u	1
BnaAnnLNG0005500	BnaAnnLNG0005500.1	MSTRG.44708.1	chrAnn_random	45912115-45912631	516	u	1
BnaAnnLNG0005600	BnaAnnLNG0005600.1	MSTRG.44761.1	chrAnn_random	46283578-46285786	2208	u	1
BnaAnnLNG0005700	BnaAnnLNG0005700.1	MSTRG.44817.1	chrAnn_random	46732229-46733691	1462	u	1
BnaAnnLNG0005800	BnaAnnLNG0005800.1	MSTRG.44957.1	chrAnn_random	47696027-47696600	573	u	1
BnaAnnLNG0005900	BnaAnnLNG0005900.1	MSTRG.45007.1	chrAnn_random	48083074-48083885	811	u	1
BnaAnnLNG0006000	BnaAnnLNG0006000.1	MSTRG.45081.1	chrAnn_random	48522972-48524343	1371	u	1
BnaC01LNG0000100	BnaC01LNG0000100.1	MSTRG.45149.1	chrC01	407760-408369	609	u	1
BnaC01LNG0000200	BnaC01LNG0000200.1	MSTRG.45207.1	chrC01	538928-539477	549	u	1
BnaC01LNG0000300	BnaC01LNG0000300.1	MSTRG.45281.1	chrC01	1032907-1035249	2342	u	2
BnaC01LNG0000400	BnaC01LNG0000400.1	MSTRG.45288.1	chrC01	1050152-1050934	782	u	1
BnaC01LNG0000500	BnaC01LNG0000500.1	MSTRG.45369.1	chrC01	1573278-1574037	759	o	2
BnaC01LNG0000600	BnaC01LNG0000600.1	MSTRG.45619.1	chrC01	3238870-3239788	918	u	2
BnaC01LNG0000700	BnaC01LNG0000700.1	MSTRG.45642.1	chrC01	3436511-3436887	376	u	1
BnaC01LNG0000800	BnaC01LNG0000800.1	MSTRG.45759.1	chrC01	4141640-4142900	1260	u	1
BnaC01LNG0000900	BnaC01LNG0000900.1	MSTRG.45813.1	chrC01	4678525-4679706	1181	u	2
BnaC01LNG0001000	BnaC01LNG0001000.1	MSTRG.45862.1	chrC01	5281802-5282104	302	i	1
BnaC01LNG0001100	BnaC01LNG0001100.1	MSTRG.46055.1	chrC01	6476175-6476705	530	u	1
BnaC01LNG0001200	BnaC01LNG0001200.1	MSTRG.46187.1	chrC01	7518216-7519147	931	i	1
BnaC01LNG0001300	BnaC01LNG0001300.1	MSTRG.46242.1	chrC01	7991328-7992229	901	u	1
BnaC01LNG0001400	BnaC01LNG0001400.1	MSTRG.46246.1	chrC01	8003482-8004206	724	u	1
BnaC01LNG0001500	BnaC01LNG0001500.1	MSTRG.46254.1	chrC01	8078744-8079625	881	u	1
BnaC01LNG0001600	BnaC01LNG0001600.1	MSTRG.46385.1	chrC01	9274451-9276071	1620	u	1
BnaC01LNG0001700	BnaC01LNG0001700.1	MSTRG.46430.1	chrC01	9743566-9749234	5668	u	1
BnaC01LNG0001800	BnaC01LNG0001800.1	MSTRG.46442.1	chrC01	9769869-9772287	2418	o	2
BnaC01LNG0001900	BnaC01LNG0001900.1	MSTRG.46469.1	chrC01	10280568-10281732	1164	u	1
BnaC01LNG0002000	BnaC01LNG0002000.1	MSTRG.46473.1	chrC01	10310003-10310216	213	u	1
BnaC01LNG0002100	BnaC01LNG0002100.1	MSTRG.46506.1	chrC01	10472018-10472709	691	u	1
BnaC01LNG0002200	BnaC01LNG0002200.1	MSTRG.46508.1	chrC01	10499712-10500438	726	u	1
BnaC01LNG0002300	BnaC01LNG0002300.1	MSTRG.46526.1	chrC01	10616458-10619121	2663	u	1
BnaC01LNG0002400	BnaC01LNG0002400.1	MSTRG.46544.1	chrC01	10713356-10715219	1863	u	1
BnaC01LNG0002500	BnaC01LNG0002500.1	MSTRG.46552.1	chrC01	10783125-10783947	822	o	2
BnaC01LNG0002600	BnaC01LNG0002600.1	MSTRG.46581.1	chrC01	11114050-11116777	2727	u	1
BnaC01LNG0002700	BnaC01LNG0002700.1	MSTRG.46640.1	chrC01	11483485-11486810	3325	u	1
BnaC01LNG0002800	BnaC01LNG0002800.1	MSTRG.46691.1	chrC01	11907970-11908701	731	u	1
BnaC01LNG0002900	BnaC01LNG0002900.1	MSTRG.46728.1	chrC01	12143882-12144595	713	u	1
BnaC01LNG0003000	BnaC01LNG0003000.1	MSTRG.46772.2	chrC01	12597505-12598856	1351	o	3
BnaC01LNG0003100	BnaC01LNG0003100.1	MSTRG.46854.1	chrC01	13782282-13782925	643	u	1
BnaC01LNG0003200	BnaC01LNG0003200.1	MSTRG.46858.1	chrC01	13811676-13812087	411	u	1
BnaC01LNG0003300	BnaC01LNG0003300.1	MSTRG.47033.1	chrC01	14830802-14832371	1569	u	1
BnaC01LNG0003400	BnaC01LNG0003400.1	MSTRG.47124.1	chrC01	15487290-15488308	1018	u	1
BnaC01LNG0003500	BnaC01LNG0003500.1	MSTRG.47193.1	chrC01	16179756-16180737	981	u	1
BnaC01LNG0003600	BnaC01LNG0003600.1	MSTRG.47235.1	chrC01	16493542-16494232	690	u	1
BnaC01LNG0003700	BnaC01LNG0003700.1	MSTRG.47294.1	chrC01	17086043-17087500	1457	u	1
BnaC01LNG0003800	BnaC01LNG0003800.1	MSTRG.47409.1	chrC01	18141174-18141489	315	u	1
BnaC01LNG0003900	BnaC01LNG0003900.1	MSTRG.47472.1	chrC01	18920822-18921054	232	u	1
BnaC01LNG0004000	BnaC01LNG0004000.1	MSTRG.47583.1	chrC01	19851766-19852155	389	u	1
BnaC01LNG0004100	BnaC01LNG0004100.1	MSTRG.47658.1	chrC01	20800059-20800911	852	u	1
BnaC01LNG0004200	BnaC01LNG0004200.1	MSTRG.47668.1	chrC01	20905895-20906097	202	u	1
BnaC01LNG0004300	BnaC01LNG0004300.1	MSTRG.47678.1	chrC01	21004418-21004699	281	u	1
BnaC01LNG0004400	BnaC01LNG0004400.1	MSTRG.47679.1	chrC01	21010014-21010459	445	u	1
BnaC01LNG0004500	BnaC01LNG0004500.1	MSTRG.47698.2	chrC01	21166730-21168457	1727	u	2
BnaC01LNG0004600	BnaC01LNG0004600.1	MSTRG.47725.1	chrC01	21346106-21347390	1284	o	2
BnaC01LNG0004700	BnaC01LNG0004700.1	MSTRG.47723.1	chrC01	21352056-21352329	273	u	1
BnaC01LNG0004800	BnaC01LNG0004800.1	MSTRG.47786.1	chrC01	22231042-22231242	200	u	1
BnaC01LNG0004900	BnaC01LNG0004900.1	MSTRG.47788.1	chrC01	22261694-22262567	873	u	1
BnaC01LNG0005000	BnaC01LNG0005000.1	MSTRG.47814.1	chrC01	22484851-22485343	492	u	1
BnaC01LNG0005100	BnaC01LNG0005100.1	MSTRG.47837.1	chrC01	22824505-22826825	2320	u	1
BnaC01LNG0005200	BnaC01LNG0005200.1	MSTRG.47857.1	chrC01	23122021-23125910	3889	u	1
BnaC01LNG0005300	BnaC01LNG0005300.1	MSTRG.47904.1	chrC01	23632641-23633659	1018	u	1
BnaC01LNG0005400	BnaC01LNG0005400.1	MSTRG.47936.1	chrC01	24056847-24057607	760	u	1
BnaC01LNG0005500	BnaC01LNG0005500.1	MSTRG.47937.1	chrC01	24057941-24058692	751	u	1
BnaC01LNG0005600	BnaC01LNG0005600.1	MSTRG.48050.1	chrC01	25206946-25210650	3704	o	2
BnaC01LNG0005700	BnaC01LNG0005700.1	MSTRG.48121.1	chrC01	25672437-25673053	616	u	1
BnaC01LNG0005800	BnaC01LNG0005800.1	MSTRG.48216.1	chrC01	26541180-26541699	519	u	1
BnaC01LNG0005900	BnaC01LNG0005900.1	MSTRG.48236.1	chrC01	26656759-26657079	320	u	1
BnaC01LNG0006000	BnaC01LNG0006000.1	MSTRG.48253.1	chrC01	26804777-26805092	315	u	1
BnaC01LNG0006100	BnaC01LNG0006100.1	MSTRG.48285.1	chrC01	27291211-27292023	812	u	1
BnaC01LNG0006200	BnaC01LNG0006200.1	MSTRG.48318.1	chrC01	27736588-27737836	1248	u	1
BnaC01LNG0006300	BnaC01LNG0006300.1	MSTRG.48507.1	chrC01	29232353-29236578	4225	u	1
BnaC01LNG0006400	BnaC01LNG0006400.1	MSTRG.48633.1	chrC01	30374251-30374664	413	u	1
BnaC01LNG0006500	BnaC01LNG0006500.1	MSTRG.48650.1	chrC01	30566982-30567574	592	u	1
BnaC01LNG0006600	BnaC01LNG0006600.1	MSTRG.48696.1	chrC01	31024014-31025658	1644	u	1
BnaC01LNG0006700	BnaC01LNG0006700.1	MSTRG.48833.1	chrC01	32196064-32196529	465	u	1
BnaC01LNG0006800	BnaC01LNG0006800.1	MSTRG.48844.1	chrC01	32267258-32267808	550	u	1
BnaC01LNG0006900	BnaC01LNG0006900.1	MSTRG.48866.1	chrC01	32530866-32531390	524	u	1
BnaC01LNG0007000	BnaC01LNG0007000.1	MSTRG.48924.1	chrC01	32907722-32908901	1179	u	1
BnaC01LNG0007100	BnaC01LNG0007100.1	MSTRG.49150.1	chrC01	34908042-34908722	680	u	1
BnaC01LNG0007200	BnaC01LNG0007200.1	MSTRG.49277.1	chrC01	35957741-35959104	1363	u	1
BnaC01LNG0007300	BnaC01LNG0007300.1	MSTRG.49281.1	chrC01	35979541-35980249	708	u	1
BnaC01LNG0007400	BnaC01LNG0007400.1	MSTRG.49406.1	chrC01	37242036-37242670	634	u	2
BnaC01LNG0007500	BnaC01LNG0007500.1	MSTRG.49760.1	chrC01_random	577820-578211	391	u	1
BnaC01LNG0007600	BnaC01LNG0007600.1	MSTRG.49955.1	chrC01_random	1802770-1803941	1171	u	1
BnaC01LNG0007700	BnaC01LNG0007700.1	MSTRG.49969.1	chrC01_random	1871217-1872259	1042	u	1
BnaC01LNG0007800	BnaC01LNG0007800.1	MSTRG.50032.1	chrC01_random	2254176-2256311	2135	u	1
BnaC01LNG0007900	BnaC01LNG0007900.1	MSTRG.50043.1	chrC01_random	2318098-2319880	1782	u	1
BnaC01LNG0008000	BnaC01LNG0008000.1	MSTRG.50061.1	chrC01_random	2456744-2457137	393	u	1
BnaC01LNG0008100	BnaC01LNG0008100.1	MSTRG.50062.1	chrC01_random	2463997-2464365	368	u	1
BnaC01LNG0008200	BnaC01LNG0008200.1	MSTRG.50094.1	chrC01_random	2829369-2830666	1297	u	1
BnaC01LNG0008300	BnaC01LNG0008300.1	MSTRG.50143.1	chrC01_random	3319070-3320899	1829	u	1
BnaC01LNG0008400	BnaC01LNG0008400.1	MSTRG.50177.1	chrC01_random	3541428-3542085	657	u	1
BnaC01LNG0008500	BnaC01LNG0008500.1	MSTRG.50226.1	chrC01_random	3830452-3831083	631	u	1
BnaC01LNG0008600	BnaC01LNG0008600.1	MSTRG.50227.1	chrC01_random	3834355-3835387	1032	u	1
BnaC01LNG0008700	BnaC01LNG0008700.1	MSTRG.50253.1	chrC01_random	4019987-4020532	545	u	1
BnaC01LNG0008800	BnaC01LNG0008800.1	MSTRG.50260.1	chrC01_random	4038293-4039036	743	u	1
BnaC01LNG0008900	BnaC01LNG0008900.1	MSTRG.50280.1	chrC01_random	4098877-4100760	1883	u	3
BnaC01LNG0009000	BnaC01LNG0009000.1	MSTRG.50274.1	chrC01_random	4178872-4180352	1480	u	1
BnaC02LNG0000100	BnaC02LNG0000100.1	MSTRG.50375.11	chrC02	242401-243269	868	o	2
BnaC02LNG0000200	BnaC02LNG0000200.1	MSTRG.50438.1	chrC02	527710-528220	510	u	1
BnaC02LNG0000300	BnaC02LNG0000300.1	MSTRG.50537.1	chrC02	1041488-1042198	710	i	1
BnaC02LNG0000400	BnaC02LNG0000400.1	MSTRG.50674.1	chrC02	1967259-1967740	481	u	1
BnaC02LNG0000500	BnaC02LNG0000500.1	MSTRG.50733.1	chrC02	2197679-2198423	744	u	1
BnaC02LNG0000600	BnaC02LNG0000600.1	MSTRG.51023.1	chrC02	4838914-4843242	4328	u	1
BnaC02LNG0000700	BnaC02LNG0000700.1	MSTRG.51134.1	chrC02	5223749-5224191	442	u	1
BnaC02LNG0000800	BnaC02LNG0000800.1	MSTRG.51179.1	chrC02	5548679-5550145	1466	u	1
BnaC02LNG0000900	BnaC02LNG0000900.1	MSTRG.51186.1	chrC02	5644066-5647665	3599	o	2
BnaC02LNG0001000	BnaC02LNG0001000.1	MSTRG.51221.1	chrC02	5929824-5930716	892	u	1
BnaC02LNG0001100	BnaC02LNG0001100.1	MSTRG.51233.1	chrC02	6037444-6038194	750	u	1
BnaC02LNG0001200	BnaC02LNG0001200.1	MSTRG.51295.1	chrC02	6521975-6522329	354	u	1
BnaC02LNG0001300	BnaC02LNG0001300.1	MSTRG.51337.1	chrC02	7003727-7011364	7637	u	1
BnaC02LNG0001400	BnaC02LNG0001400.1	MSTRG.51454.1	chrC02	7865765-7866398	633	u	1
BnaC02LNG0001500	BnaC02LNG0001500.1	MSTRG.51468.1	chrC02	7947252-7949449	2197	o	3
BnaC02LNG0001600	BnaC02LNG0001600.1	MSTRG.51537.1	chrC02	8449535-8450654	1119	u	1
BnaC02LNG0001700	BnaC02LNG0001700.1	MSTRG.51577.1	chrC02	8830620-8832028	1408	u	1
BnaC02LNG0001800	BnaC02LNG0001800.1	MSTRG.51640.1	chrC02	9334979-9336466	1487	u	1
BnaC02LNG0001900	BnaC02LNG0001900.1	MSTRG.51668.1	chrC02	9552594-9554363	1769	u	1
BnaC02LNG0002000	BnaC02LNG0002000.1	MSTRG.51696.1	chrC02	9863753-9867434	3681	u	1
BnaC02LNG0002100	BnaC02LNG0002100.1	MSTRG.51716.1	chrC02	10020021-10020697	676	u	1
BnaC02LNG0002200	BnaC02LNG0002200.1	MSTRG.51718.1	chrC02	10029420-10031101	1681	u	1
BnaC02LNG0002300	BnaC02LNG0002300.1	MSTRG.51904.1	chrC02	11937795-11938226	431	u	1
BnaC02LNG0002400	BnaC02LNG0002400.1	MSTRG.51952.1	chrC02	12367183-12368689	1506	u	1
BnaC02LNG0002500	BnaC02LNG0002500.1	MSTRG.51964.1	chrC02	12459845-12460731	886	u	1
BnaC02LNG0002600	BnaC02LNG0002600.1	MSTRG.52039.1	chrC02	13144946-13145610	664	u	1
BnaC02LNG0002700	BnaC02LNG0002700.1	MSTRG.52044.1	chrC02	13162621-13163200	579	u	1
BnaC02LNG0002800	BnaC02LNG0002800.1	MSTRG.52087.1	chrC02	13414039-13414558	519	o	2
BnaC02LNG0002900	BnaC02LNG0002900.1	MSTRG.52145.1	chrC02	14060334-14060684	350	u	1
BnaC02LNG0003000	BnaC02LNG0003000.1	MSTRG.52202.1	chrC02	14661966-14663356	1390	u	1
BnaC02LNG0003100	BnaC02LNG0003100.1	MSTRG.52214.1	chrC02	14784867-14785646	779	u	1
BnaC02LNG0003200	BnaC02LNG0003200.1	MSTRG.52228.1	chrC02	14937460-14937666	206	u	1
BnaC02LNG0003300	BnaC02LNG0003300.1	MSTRG.52249.1	chrC02	15072663-15075031	2368	u	1
BnaC02LNG0003400	BnaC02LNG0003400.1	MSTRG.52308.1	chrC02	15565039-15566254	1215	u	1
BnaC02LNG0003500	BnaC02LNG0003500.1	MSTRG.52321.1	chrC02	15626732-15627360	628	u	1
BnaC02LNG0003600	BnaC02LNG0003600.1	MSTRG.52358.1	chrC02	15949786-15950307	521	u	1
BnaC02LNG0003700	BnaC02LNG0003700.1	MSTRG.52363.1	chrC02	15987355-15987808	453	u	1
BnaC02LNG0003800	BnaC02LNG0003800.1	MSTRG.52377.1	chrC02	16164045-16164877	832	u	1
BnaC02LNG0003900	BnaC02LNG0003900.1	MSTRG.52472.1	chrC02	16879179-16879476	297	u	1
BnaC02LNG0004000	BnaC02LNG0004000.1	MSTRG.52558.1	chrC02	17700044-17701623	1579	u	1
BnaC02LNG0004100	BnaC02LNG0004100.1	MSTRG.52632.1	chrC02	18378841-18379285	444	u	1
BnaC02LNG0004200	BnaC02LNG0004200.1	MSTRG.52633.1	chrC02	18389300-18390001	701	u	1
BnaC02LNG0004300	BnaC02LNG0004300.1	MSTRG.52678.1	chrC02	18700192-18703171	2979	o	4
BnaC02LNG0004400	BnaC02LNG0004400.1	MSTRG.52678.2	chrC02	18700227-18703683	3456	o	4
BnaC02LNG0004500	BnaC02LNG0004500.1	MSTRG.52678.3	chrC02	18700331-18705374	5043	o	3
BnaC02LNG0004600	BnaC02LNG0004600.1	MSTRG.52869.1	chrC02	20344559-20345109	550	u	1
BnaC02LNG0004700	BnaC02LNG0004700.1	MSTRG.52901.1	chrC02	20535148-20535537	389	u	1
BnaC02LNG0004800	BnaC02LNG0004800.1	MSTRG.52944.1	chrC02	20936977-20937680	703	u	1
BnaC02LNG0004900	BnaC02LNG0004900.1	MSTRG.53011.1	chrC02	21447764-21448450	686	u	1
BnaC02LNG0005000	BnaC02LNG0005000.1	MSTRG.53038.1	chrC02	21595534-21596308	774	u	1
BnaC02LNG0005100	BnaC02LNG0005100.1	MSTRG.53042.1	chrC02	21632052-21633206	1154	u	1
BnaC02LNG0005200	BnaC02LNG0005200.1	MSTRG.53047.1	chrC02	21655484-21655849	365	u	1
BnaC02LNG0005300	BnaC02LNG0005300.1	MSTRG.53138.1	chrC02	22374536-22374937	401	u	1
BnaC02LNG0005400	BnaC02LNG0005400.1	MSTRG.53205.1	chrC02	22969250-22970512	1262	u	1
BnaC02LNG0005500	BnaC02LNG0005500.1	MSTRG.53206.1	chrC02	22971512-22974889	3377	u	2
BnaC02LNG0005600	BnaC02LNG0005600.1	MSTRG.53336.1	chrC02	24024637-24025294	657	u	1
BnaC02LNG0005700	BnaC02LNG0005700.1	MSTRG.53338.1	chrC02	24041831-24044355	2524	u	1
BnaC02LNG0005800	BnaC02LNG0005800.1	MSTRG.53339.1	chrC02	24045032-24046109	1077	u	1
BnaC02LNG0005900	BnaC02LNG0005900.1	MSTRG.53356.1	chrC02	24154925-24155250	325	u	1
BnaC02LNG0006000	BnaC02LNG0006000.1	MSTRG.53397.1	chrC02	24518989-24519427	438	u	1
BnaC02LNG0006100	BnaC02LNG0006100.1	MSTRG.53425.1	chrC02	24668354-24670230	1876	u	1
BnaC02LNG0006200	BnaC02LNG0006200.1	MSTRG.53518.1	chrC02	25319874-25322471	2597	u	1
BnaC02LNG0006300	BnaC02LNG0006300.1	MSTRG.53557.2	chrC02	25639763-25641534	1771	o	3
BnaC02LNG0006400	BnaC02LNG0006400.1	MSTRG.53617.1	chrC02	26383629-26384757	1128	u	1
BnaC02LNG0006500	BnaC02LNG0006500.1	MSTRG.53766.1	chrC02	27999254-27999581	327	u	1
BnaC02LNG0006600	BnaC02LNG0006600.1	MSTRG.53812.1	chrC02	28757996-28758288	292	u	1
BnaC02LNG0006700	BnaC02LNG0006700.1	MSTRG.53883.1	chrC02	29843723-29849870	6147	u	1
BnaC02LNG0006800	BnaC02LNG0006800.1	MSTRG.53903.1	chrC02	30214267-30227897	13630	u	1
BnaC02LNG0006900	BnaC02LNG0006900.1	MSTRG.54041.1	chrC02	32129068-32129911	843	u	1
BnaC02LNG0007000	BnaC02LNG0007000.1	MSTRG.54166.1	chrC02	33356602-33358004	1402	u	1
BnaC02LNG0007100	BnaC02LNG0007100.1	MSTRG.54168.1	chrC02	33358271-33358822	551	i	1
BnaC02LNG0007200	BnaC02LNG0007200.1	MSTRG.54262.1	chrC02	34326608-34327395	787	u	1
BnaC02LNG0007300	BnaC02LNG0007300.1	MSTRG.54803.1	chrC02	39997966-39999356	1390	u	1
BnaC02LNG0007400	BnaC02LNG0007400.1	MSTRG.55216.1	chrC02	43322346-43322852	506	u	1
BnaC02LNG0007500	BnaC02LNG0007500.1	MSTRG.55309.1	chrC02	44025466-44026605	1139	u	1
BnaC02LNG0007600	BnaC02LNG0007600.1	MSTRG.55576.1	chrC02	46016730-46017700	970	u	1
