Query	Length_Query	Target	Length_Target	dG	ndG	Start_Position_Query	End_Position_Query	Start_Position_Target	End_Position_Target
BnaC06LNG0002700	 2730	BnaC06g09430D	 84	-8.83	 -0.1318	1013	1096	1	84
BnaC06LNG0003600	 770	BnaC06g16880D	 756	-9.05	 -0.1484	1	99	658	756
BnaC06LNG0003900	 1472	BnaC06g18480D	 51	-9.11	 -0.1938	852	902	1	51
BnaC06LNG0004100	 1548	BnaC06g18860D	 219	-22.44	 -0.1111	885	1103	1	219
BnaC06LNG0004200	 347	BnaC06g18760D	 381	-6.63	 -0.9471	1	39	343	381
BnaC06LNG0004200	 347	BnaC06g18790D	 531	-8.47	 -0.1033	1	86	446	531
BnaC06LNG0004200	 347	BnaC06g18820D	 654	-13.67	 -0.1775	1	124	531	654
BnaC06LNG0004300	 271	BnaC06g19110D	 1185	-11.85	 -0.1823	1	87	1099	1185
BnaC06LNG0004300	 271	BnaC06g19170D	 519	-6.36	 -0.1590	1	69	451	519
BnaC06LNG0004300	 271	BnaC06g19260D	 72	-5.84	 -0.1424	1	70	3	72
BnaC06LNG0004600	 517	BnaC06g20610D	 57	-6.66	 -0.1417	216	272	1	57
BnaC06LNG0004700	 1412	BnaC06g20610D	 57	-9.91	 -0.3670	1082	1138	1	57
BnaC06LNG0004800	 663	BnaC06g21090D	 210	-9.66	 -0.1323	580	663	1	84
BnaC06LNG0005100	 409	BnaC06g23740D	 69	-7.07	 -0.1263	2	70	1	69
BnaC06LNG0005100	 409	BnaC06g23800D	 105	-9.64	 -0.1483	74	178	1	105
BnaC06LNG0005300	 829	BnaC06g24300D	 78	-10.74	 -0.1513	707	784	1	78
BnaC06LNG0005300	 829	BnaC06g24310D	 75	-9.49	 -0.1356	351	425	1	75
BnaC06LNG0005600	 1306	BnaC06g25610D	 75	-9.58	 -0.1430	786	860	1	75
BnaC06LNG0005600	 1306	BnaC06g25620D	 114	-13.08	 -0.1178	624	737	1	114
BnaC06LNG0005700	 472	BnaC06g25610D	 75	-7.27	 -0.1425	1	60	16	75
BnaC06LNG0005700	 472	BnaC06g25670D	 168	-16.51	 -0.1310	306	472	1	167
BnaC06LNG0005900	 1506	BnaC06g26880D	 201	-13.88	 -0.1735	1	99	103	201
BnaC06LNG0006000	 3688	BnaC06g26970D	 72	-6.63	 -0.1069	400	471	1	72
BnaC06LNG0006200	 533	BnaC06g28060D	 231	-10.33	 -0.1111	1	158	74	231
BnaC06LNG0006600	 716	BnaC06g30050D	 909	-503.35	 -0.7306	1	716	12	727
BnaC06LNG0006600	 716	BnaC06g30100D	 264	-21.09	 -0.1076	1	249	16	264
BnaC06LNG0006700	 1905	BnaC06g30290D	 294	-21.50	 -0.1054	1509	1802	1	294
BnaC06LNG0006900	 3629	BnaC06g31080D	 48	-7.24	 -0.2263	1775	1822	1	48
BnaC06LNG0006900	 3629	BnaC06g31100D	 48	-7.24	 -0.2263	1775	1822	1	48
BnaC06LNG0007000	 1011	BnaC06g31080D	 48	-6.07	 -0.1597	728	775	1	48
BnaC06LNG0007000	 1011	BnaC06g31100D	 48	-6.07	 -0.1597	728	775	1	48
BnaC06LNG0007100	 932	BnaC06g31080D	 48	-8.14	 -0.2907	760	807	1	48
BnaC06LNG0007100	 932	BnaC06g31100D	 48	-8.14	 -0.2907	760	807	1	48
BnaC06LNG0007300	 534	BnaC06g33090D	 111	-11.08	 -0.1108	203	313	1	111
BnaC06LNG0007400	 387	BnaC06g33330D	 429	-10.10	 -0.1347	1	117	313	429
BnaC06LNG0007400	 387	BnaC06g33380D	 84	-8.10	 -0.1141	10	93	1	84
BnaC06LNG0007800	 706	BnaC06g36650D	 147	-12.08	 -0.1162	303	449	1	147
BnaC06LNG0007900	 567	BnaC06g37200D	 1104	-24.71	 -0.1574	396	567	1	172
BnaC06LNG0007900	 567	BnaC06g37220D	 39	-7.51	 -0.2423	88	126	1	39
BnaC06LNG0007900	 567	BnaC06g37340D	 312	-18.88	 -0.1021	342	567	1	226
BnaC06LNG0008000	 1270	BnaC06g37520D	 66	-5.44	 -0.1067	1	53	14	66
BnaC06LNG0008100	 201	BnaC06g37660D	 627	-12.68	 -0.1714	1	102	526	627
BnaC06LNG0008100	 201	BnaC06g37690D	 180	-10.53	 -0.2700	1	47	134	180
BnaC06LNG0008100	 201	BnaC06g37810D	 1071	-20.72	 -0.1491	1	201	721	921
BnaC06LNG0008100	 201	BnaC06g37820D	 1023	-16.16	 -0.1023	1	201	353	553
BnaC06LNG0008100	 201	BnaC06g37830D	 792	-14.15	 -0.1993	1	111	682	792
BnaC06LNG0008300	 623	BnaC06g40750D	 210	-15.97	 -0.1024	355	564	1	210
BnaC06LNG0008300	 623	BnaC06g40780D	 42	-8.08	 -0.2786	433	474	1	42
BnaC06LNG0008500	 604	BnaC06g41390D	 336	-10.69	 -0.1201	1	143	194	336
BnaC06LNG0008900	 488	BnaC06g43590D	 471	-10.69	 -0.2672	1	42	430	471
BnaC07LNG0000600	 1049	BnaC07g03190D	 174	-14.20	 -0.1145	334	507	1	174
BnaC07LNG0000700	 6904	BnaC07g03250D	 189	-20.13	 -0.1131	4420	4608	1	189
BnaC07LNG0000900	 2615	BnaC07g03430D	 186	-18.73	 -0.1046	1415	1600	1	186
BnaC07LNG0000900	 2615	BnaC07g03460D	 192	-15.51	 -0.1939	2511	2615	1	105
BnaC07LNG0001400	 1451	BnaC07g04600D	 255	-9.29	 -0.2445	1390	1451	1	62
BnaC07LNG0001400	 1451	BnaC07g04610D	 207	-11.29	 -0.1254	1346	1451	1	106
BnaC07LNG0001400	 1451	BnaC07g04650D	 207	-15.52	 -0.1784	1340	1451	1	112
BnaC07LNG0001500	 1032	BnaC07g04610D	 207	-13.33	 -0.1212	882	1032	1	151
BnaC07LNG0001600	 636	BnaC07g04710D	 90	-6.06	 -0.1289	154	243	1	90
BnaC07LNG0001900	 2005	BnaC07g05850D	 210	-22.11	 -0.1408	797	1006	1	210
BnaC07LNG0002900	 2985	BnaC07g08050D	 465	-15.65	 -0.1326	1	165	301	465
BnaC07LNG0003000	 417	BnaC07g08280D	 342	-5.38	 -0.2690	1	23	320	342
BnaC07LNG0003200	 1742	BnaC07g08580D	 456	-24.40	 -0.1258	1520	1742	1	223
BnaC07LNG0003500	 1304	BnaC07g10210D	 36	-8.16	 -0.4080	13	48	1	36
BnaC07LNG0003600	 337	BnaC07g10480D	 501	-13.73	 -0.1125	1	143	359	501
BnaC07LNG0003800	 1294	BnaC07g10660D	 105	-10.71	 -0.1060	868	972	1	105
BnaC07LNG0004000	 7866	BnaC07g12720D	 291	-24.04	 -0.1036	1891	2181	1	291
BnaC07LNG0004000	 7866	BnaC07g12750D	 138	-13.94	 -0.1133	1841	1978	1	138
BnaC07LNG0004100	 10938	BnaC07g14180D	 99	-13.79	 -0.1407	517	615	1	99
BnaC07LNG0004300	 251	BnaC07g15420D	 69	-8.33	 -0.1602	120	188	1	69
BnaC07LNG0004300	 251	BnaC07g15450D	 1101	-12.74	 -0.1655	153	251	1	99
BnaC07LNG0004400	 378	BnaC07g16370D	 117	-8.29	 -0.2438	1	46	72	117
BnaC07LNG0004600	 1639	BnaC07g21080D	 81	-7.62	 -0.1292	1415	1495	1	81
BnaC07LNG0004700	 1310	BnaC07g21080D	 81	-8.76	 -0.2137	136	216	1	81
BnaC07LNG0005000	 363	BnaC07g22190D	 2283	-17.61	 -0.1087	199	363	1	165
BnaC07LNG0005000	 363	BnaC07g22200D	 2397	-24.64	 -0.1590	199	363	1	165
BnaC07LNG0005400	 524	BnaC07g26780D	 1527	-12.59	 -0.1188	1	137	1391	1527
BnaC07LNG0005400	 524	BnaC07g26810D	 174	-9.54	 -0.1617	1	92	83	174
BnaC07LNG0005400	 524	BnaC07g26920D	 207	-9.03	 -0.3612	1	87	121	207
BnaC07LNG0005600	 2938	BnaC07g29560D	 87	-12.26	 -0.1886	2269	2355	1	87
BnaC07LNG0006200	 799	BnaC07g34850D	 111	-16.04	 -0.2394	36	146	1	111
BnaC07LNG0006300	 219	BnaC07g35350D	 270	-5.22	 -0.2175	163	219	1	57
BnaC07LNG0006400	 1533	BnaC07g35570D	 93	-11.72	 -0.1542	322	414	1	93
BnaC07LNG0007200	 1547	BnaC07g42510D	 129	-17.91	 -0.1791	542	670	1	129
BnaC07LNG0007300	 417	BnaC07g43030D	 108	-11.46	 -0.1102	142	249	1	108
BnaC07LNG0007400	 662	BnaC07g43310D	 72	-8.26	 -0.1291	101	172	1	72
BnaC07LNG0007500	 729	BnaC07g45390D	 138	-11.51	 -0.1037	273	410	1	138
BnaC07LNG0007500	 729	BnaC07g45410D	 51	-9.06	 -0.5663	81	131	1	51
BnaC07LNG0007500	 729	BnaC07g45530D	 330	-17.10	 -0.1196	1	182	149	330
BnaC07LNG0007700	 1607	BnaC07g48240D	 108	-11.42	 -0.1704	1390	1497	1	108
BnaC07LNG0008200	 1966	BnaC07g49150D	 150	-14.79	 -0.1056	476	625	1	150
BnaC07LNG0008300	 5844	BnaC07g49150D	 150	-16.36	 -0.1258	3251	3400	1	150
BnaC08LNG0000100	 1133	BnaC08g00800D	 225	-17.49	 -0.1054	479	703	1	225
BnaC08LNG0000200	 691	BnaC08g01620D	 84	-8.97	 -0.1447	458	541	1	84
BnaC08LNG0000800	 1086	BnaC08g05050D	 84	-9.08	 -0.1513	28	111	1	84
BnaC08LNG0001300	 1324	BnaC08g06040D	 249	-24.32	 -0.1005	423	671	1	249
BnaC08LNG0001300	 1324	BnaC08g06100D	 78	-9.48	 -0.1693	761	838	1	78
BnaC08LNG0001300	 1324	BnaC08g06120D	 186	-21.87	 -0.1272	814	999	1	186
BnaC08LNG0001400	 1166	BnaC08g06100D	 78	-9.40	 -0.2474	697	774	1	78
BnaC08LNG0001500	 560	BnaC08g06100D	 78	-7.32	 -0.1181	131	208	1	78
BnaC08LNG0001600	 1089	BnaC08g06950D	 165	-17.26	 -0.1182	150	314	1	165
BnaC08LNG0001800	 591	BnaC08g07760D	 114	-11.86	 -0.1151	259	372	1	114
BnaC08LNG0002300	 1584	BnaC08g08830D	 144	-14.86	 -0.1179	1269	1412	1	144
BnaC08LNG0002300	 1584	BnaC08g08840D	 66	-11.25	 -0.2206	550	615	1	66
BnaC08LNG0002500	 4749	BnaC08g09290D	 207	-17.82	 -0.1073	3900	4106	1	207
BnaC08LNG0002600	 217	BnaC08g09280D	 306	-14.44	 -0.1039	47	217	1	171
BnaC08LNG0002700	 444	BnaC08g09800D	 129	-7.98	 -0.1174	369	444	1	76
BnaC08LNG0002800	 206	BnaC08g10000D	 234	-7.62	 -0.1954	69	206	1	138
BnaC08LNG0002800	 206	BnaC08g10020D	 327	-7.43	 -0.1032	1	99	229	327
BnaC08LNG0002800	 206	BnaC08g10040D	 288	-14.89	 -0.1041	1	206	48	253
BnaC08LNG0002800	 206	BnaC08g10070D	 69	-7.93	 -0.1469	54	122	1	69
BnaC08LNG0003100	 1067	BnaC08g10480D	 270	-24.08	 -0.1056	317	586	1	270
BnaC08LNG0003300	 1217	BnaC08g10800D	 297	-19.22	 -0.1363	1	197	101	297
BnaC08LNG0003600	 2185	BnaC08g12590D	 219	-21.37	 -0.1327	1399	1617	1	219
BnaC08LNG0003600	 2185	BnaC08g12610D	 192	-19.03	 -0.1795	1541	1732	1	192
BnaC08LNG0003600	 2185	BnaC08g12620D	 117	-14.23	 -0.1779	458	574	1	117
BnaC08LNG0003700	 728	BnaC08g16180D	 87	-7.05	 -0.8812	552	638	1	87
BnaC08LNG0003700	 728	BnaC08g16310D	 81	-12.09	 -0.1703	558	638	1	81
BnaC08LNG0003700	 728	BnaC08g16360D	 60	-8.31	 -0.1511	660	719	1	60
BnaC08LNG0003700	 728	BnaC08g16380D	 339	-23.87	 -0.1520	561	728	1	168
BnaC08LNG0003700	 728	BnaC08g16410D	 84	-6.57	 -0.1114	489	572	1	84
BnaC08LNG0004200	 826	BnaC08g21650D	 66	-7.77	 -0.2590	762	826	1	65
BnaC08LNG0004800	 1142	BnaC08g24340D	 249	-19.53	 -0.1061	212	460	1	249
BnaC08LNG0004800	 1142	BnaC08g24390D	 42	-8.12	 -0.2195	764	805	1	42
BnaC08LNG0005000	 2607	BnaC08g31040D	 39	-7.71	 -0.2754	2028	2066	1	39
BnaC08LNG0005200	 650	BnaC08g31890D	 93	-5.74	 -0.1196	90	182	1	93
BnaC08LNG0005300	 1716	BnaC08g34480D	 255	-21.68	 -0.1112	752	1006	1	255
BnaC08LNG0005300	 1716	BnaC08g34580D	 183	-19.04	 -0.1046	13	195	1	183
BnaC08LNG0005400	 2513	BnaC08g34580D	 183	-17.32	 -0.1019	1819	2001	1	183
BnaC08LNG0005400	 2513	BnaC08g34630D	 165	-13.30	 -0.1047	1796	1960	1	165
BnaC08LNG0005500	 1379	BnaC08g34810D	 84	-8.61	 -0.1285	1061	1144	1	84
BnaC08LNG0005600	 879	BnaC08g34810D	 84	-8.85	 -0.1383	1	71	14	84
BnaC08LNG0005600	 879	BnaC08g34820D	 183	-22.77	 -0.1279	349	531	1	183
BnaC08LNG0005700	 219	BnaC08g35670D	 201	-8.08	 -0.1138	1	86	116	201
BnaC08LNG0005700	 219	BnaC08g35710D	 1689	-10.12	 -0.1533	1	85	1605	1689
BnaC08LNG0005700	 219	BnaC08g35750D	 546	-9.03	 -0.1101	1	93	454	546
BnaC08LNG0005900	 1157	BnaC08g37080D	 207	-19.56	 -0.1052	565	771	1	207
BnaC08LNG0006200	 733	BnaC08g39010D	 273	-30.51	 -0.1206	433	705	1	273
BnaC08LNG0006200	 733	BnaC08g39020D	 2553	-49.85	 -0.1458	381	733	1	353
BnaC08LNG0006200	 733	BnaC08g39080D	 1158	-38.10	 -0.1052	371	733	1	363
BnaC08LNG0006200	 733	BnaC08g39130D	 297	-29.51	 -0.1180	437	733	1	297
BnaC08LNG0006200	 733	BnaC08g39160D	 153	-18.35	 -0.1349	422	574	1	153
BnaC08LNG0006300	 260	BnaC08g40110D	 99	-3.81	 -0.1314	189	260	1	72
BnaC08LNG0006300	 260	BnaC08g40120D	 114	-6.78	 -0.2825	184	260	1	77
BnaC08LNG0006700	 755	BnaC08g46640D	 924	-16.53	 -0.1080	1	189	736	924
BnaC08LNG0007200	 2452	BnaC08g47580D	 180	-15.06	 -0.1046	282	461	1	180
BnaC08LNG0007200	 2452	BnaC08g47590D	 216	-21.99	 -0.1052	1181	1396	1	216
BnaC08LNG0007300	 1357	BnaC08g47580D	 180	-12.62	 -0.1061	1	153	28	180
BnaC08LNG0007300	 1357	BnaC08g47650D	 117	-9.05	 -0.1077	769	885	1	117
BnaC08LNG0007400	 2689	BnaC08g47680D	 201	-19.00	 -0.1166	1848	2048	1	201
BnaC08LNG0007400	 2689	BnaC08g47690D	 165	-13.48	 -0.1172	1856	2020	1	165
BnaC08LNG0007400	 2689	BnaC08g47700D	 66	-13.14	 -0.3129	1863	1928	1	66
BnaC08LNG0007900	 455	BnaC08g48760D	 249	-10.15	 -0.1336	1	95	155	249
BnaC08LNG0007900	 455	BnaC08g48780D	 231	-9.77	 -0.1286	1	95	137	231
BnaC09LNG0000100	 1101	BnaC09g00740D	 102	-9.49	 -0.1043	920	1021	1	102
BnaC09LNG0000100	 1101	BnaC09g00900D	 174	-11.68	 -0.1072	548	721	1	174
BnaC09LNG0000300	 245	BnaC09g03880D	 120	-9.19	 -0.1734	1	95	26	120
BnaC09LNG0000400	 3163	BnaC09g04230D	 63	-6.41	 -0.2374	755	817	1	63
BnaC09LNG0000500	 5336	BnaC09g04590D	 189	-104.11	 -0.5849	668	856	1	189
BnaC09LNG0000600	 244	BnaC09g04870D	 381	-6.91	 -0.1919	180	244	1	65
BnaC09LNG0000700	 1099	BnaC09g05640D	 195	-16.64	 -0.1156	108	302	1	195
BnaC09LNG0001400	 2015	BnaC09g08950D	 63	-8.27	 -0.1426	627	689	1	63
BnaC09LNG0001400	 2015	BnaC09g08960D	 57	-7.55	 -0.1716	1097	1153	1	57
BnaC09LNG0001500	 364	BnaC09g09390D	 1182	-10.99	 -0.1099	1	119	1064	1182
BnaC09LNG0001500	 364	BnaC09g09450D	 210	-10.94	 -0.1633	246	364	1	119
BnaC09LNG0001500	 364	BnaC09g09500D	 321	-10.91	 -0.1029	234	364	1	131
BnaC09LNG0001500	 364	BnaC09g09510D	 288	-6.50	 -0.1048	1	119	170	288
BnaC09LNG0001600	 232	BnaC09g09510D	 288	-6.52	 -0.1052	152	232	1	81
BnaC09LNG0001700	 505	BnaC09g09780D	 207	-10.32	 -0.1053	236	442	1	207
BnaC09LNG0001800	 370	BnaC09g09880D	 453	-12.01	 -0.1166	1	110	344	453
BnaC09LNG0001800	 370	BnaC09g09980D	 1269	-21.07	 -0.1003	1	229	1041	1269
BnaC09LNG0002000	 555	BnaC09g11220D	 96	-8.59	 -0.2203	1	40	57	96
BnaC09LNG0002200	 257	BnaC09g12500D	 1950	-14.05	 -0.1266	142	257	1	116
BnaC09LNG0002500	 1801	BnaC09g13370D	 54	-13.04	 -0.2717	456	509	1	54
BnaC09LNG0002500	 1801	BnaC09g13380D	 312	-23.17	 -0.1034	94	405	1	312
BnaC09LNG0002500	 1801	BnaC09g13400D	 180	-19.52	 -0.1243	1465	1644	1	180
BnaC09LNG0002600	 544	BnaC09g14030D	 444	-8.99	 -0.3211	1	66	379	444
BnaC09LNG0002800	 310	BnaC09g14360D	 243	-9.52	 -0.1046	195	310	1	116
BnaC09LNG0002900	 435	BnaC09g14550D	 153	-4.79	 -0.2177	343	435	1	93
BnaC09LNG0003000	 495	BnaC09g14520D	 81	-7.63	 -0.2543	72	152	1	81
BnaC09LNG0003000	 495	BnaC09g14550D	 153	-13.04	 -0.1516	1	120	34	153
BnaC09LNG0003300	 1113	BnaC09g16000D	 75	-8.91	 -0.1461	567	641	1	75
BnaC09LNG0003400	 755	BnaC09g16520D	 195	-11.33	 -0.2763	1	61	135	195
BnaC09LNG0003500	 381	BnaC09g17790D	 192	-6.57	 -0.1825	1	49	144	192
BnaC09LNG0003600	 728	BnaC09g18160D	 105	-11.46	 -0.1433	439	543	1	105
BnaC09LNG0004200	 280	BnaC09g18820D	 192	-6.65	 -0.1478	214	280	1	67
BnaC09LNG0004200	 280	BnaC09g18830D	 237	-6.11	 -0.1273	178	280	1	103
BnaC09LNG0004400	 414	BnaC09g19640D	 162	-9.43	 -0.1025	311	414	1	104
BnaC09LNG0004700	 694	BnaC09g19890D	 285	-12.33	 -0.1063	1	149	137	285
BnaC09LNG0004800	 470	BnaC09g20070D	 99	-8.16	 -0.1338	59	157	1	99
BnaC09LNG0005000	 596	BnaC09g20860D	 123	-11.20	 -0.1009	386	508	1	123
BnaC09LNG0005100	 1425	BnaC09g20790D	 225	-23.28	 -0.1078	486	710	1	225
BnaC09LNG0005100	 1425	BnaC09g20860D	 123	-12.82	 -0.1187	618	740	1	123
BnaC09LNG0005200	 728	BnaC09g21400D	 51	-5.49	 -0.1408	448	498	1	51
BnaC09LNG0005800	 1944	BnaC09g24740D	 75	-8.08	 -0.1206	679	753	1	75
BnaC09LNG0005900	 544	BnaC09g24740D	 75	-7.85	 -0.1308	313	387	1	75
BnaC09LNG0006000	 1378	BnaC09g24740D	 75	-6.85	 -0.1007	1022	1096	1	75
BnaC09LNG0006100	 556	BnaC09g24830D	 36	-3.52	 -0.2071	127	162	1	36
BnaC09LNG0006700	 223	BnaC09g26390D	 405	-10.33	 -0.2198	1	73	333	405
BnaC09LNG0006900	 1068	BnaC09g26610D	 105	-10.42	 -0.1353	658	762	1	105
BnaC09LNG0007100	 264	BnaC09g27140D	 54	-6.26	 -0.1456	94	147	1	54
BnaC09LNG0007100	 264	BnaC09g27200D	 51	-4.80	 -0.1021	13	63	1	51
BnaC09LNG0007200	 923	BnaC09g27440D	 387	-168.36	 -0.4466	446	832	1	387
BnaC09LNG0007300	 476	BnaC09g28210D	 33	-5.55	 -0.1914	141	173	1	33
BnaC09LNG0007800	 581	BnaC09g31410D	 141	-13.25	 -0.1366	205	345	1	141
BnaC09LNG0008100	 451	BnaC09g33000D	 51	-6.04	 -0.3775	296	346	1	51
BnaC09LNG0008200	 3298	BnaC09g33060D	 183	-15.90	 -0.1082	366	548	1	183
BnaC09LNG0008300	 698	BnaC09g33370D	 72	-6.95	 -0.1738	194	265	1	72
BnaC09LNG0008600	 1696	BnaC09g34950D	 69	-6.46	 -0.1576	1546	1614	1	69
BnaC09LNG0009100	 666	BnaC09g42700D	 471	-21.83	 -0.1001	1	221	251	471
BnaC09LNG0009300	 1674	BnaC09g47850D	 165	-15.05	 -0.1038	1036	1200	1	165
BnaC09LNG0009300	 1674	BnaC09g47990D	 324	-28.47	 -0.1112	977	1300	1	324
BnaC09LNG0009300	 1674	BnaC09g48060D	 51	-10.18	 -0.3181	1396	1446	1	51
BnaC09LNG0009500	 822	BnaC09g50750D	 171	-9.30	 -0.1011	696	822	1	127
BnaC09LNG0010100	 761	BnaC09g53140D	 165	-8.86	 -0.1214	500	664	1	165
BnaC09LNG0010200	 328	BnaC09g53490D	 249	-9.95	 -0.1363	238	328	1	91
BnaC09LNG0010300	 5296	BnaC09g54220D	 1170	-870.86	 -0.7612	4092	5261	1	1170
BnaC09LNG0010300	 5296	BnaC09g54240D	 201	-20.04	 -0.1060	1588	1788	1	201
BnaC09LNG0010400	 1042	BnaC09g54690D	 1608	-108.26	 -0.3129	665	1042	1	378
BnaC09LNG0010400	 1042	BnaC09g54730D	 87	-8.11	 -0.1027	892	978	1	87
BnaC09LNG0010500	 814	BnaC09g54730D	 87	-6.94	 -0.1577	491	577	1	87
BnaC09LNG0010500	 814	BnaC09g54750D	 444	-23.79	 -0.1675	1	169	276	444
BnaCnnLNG0000200	 1093	BnaCnng00910D	 60	-7.66	 -0.1868	638	697	1	60
BnaCnnLNG0000200	 1093	BnaCnng00970D	 48	-6.47	 -0.6470	876	923	1	48
BnaCnnLNG0000300	 1338	BnaCnng04660D	 57	-7.99	 -0.1537	954	1010	1	57
BnaCnnLNG0000500	 319	BnaCnng07210D	 765	-5.79	 -0.1447	1	46	720	765
BnaCnnLNG0000500	 319	BnaCnng07230D	 339	-5.68	 -0.1262	256	319	1	64
BnaCnnLNG0000500	 319	BnaCnng07250D	 789	-5.46	 -0.1138	265	319	1	55
BnaCnnLNG0000600	 1019	BnaCnng07440D	 39	-6.06	 -0.3189	409	447	1	39
BnaCnnLNG0001100	 498	BnaCnng10070D	 45	-5.97	 -0.1357	448	492	1	45
BnaCnnLNG0001400	 2632	BnaCnng11680D	 84	-8.20	 -0.1065	461	544	1	84
BnaCnnLNG0001500	 2033	BnaCnng13200D	 78	-10.81	 -0.1590	509	586	1	78
BnaCnnLNG0001700	 290	BnaCnng13560D	 195	-5.76	 -0.1108	1	76	120	195
BnaCnnLNG0001700	 290	BnaCnng13570D	 213	-4.66	 -0.1165	1	81	133	213
BnaCnnLNG0001700	 290	BnaCnng13580D	 213	-4.66	 -0.1165	1	81	133	213
BnaCnnLNG0002000	 1720	BnaCnng16090D	 204	-17.41	 -0.1690	74	277	1	204
BnaCnnLNG0002500	 625	BnaCnng21900D	 189	-13.13	 -0.1397	497	625	1	129
BnaCnnLNG0002500	 625	BnaCnng21920D	 126	-9.68	 -0.1195	361	486	1	126
BnaCnnLNG0002600	 268	BnaCnng22160D	 615	-4.06	 -0.4511	1	35	581	615
BnaCnnLNG0002700	 1047	BnaCnng22730D	 207	-19.97	 -0.1116	604	810	1	207
BnaCnnLNG0002700	 1047	BnaCnng22790D	 117	-10.04	 -0.1004	597	713	1	117
BnaCnnLNG0002800	 527	BnaCnng23760D	 105	-15.47	 -0.2091	1	91	15	105
BnaCnnLNG0002800	 527	BnaCnng23790D	 153	-16.00	 -0.1159	160	312	1	153
BnaCnnLNG0003100	 3996	BnaCnng24790D	 48	-8.36	 -0.3483	2067	2114	1	48
BnaCnnLNG0003100	 3996	BnaCnng24810D	 132	-12.26	 -0.1048	367	498	1	132
BnaCnnLNG0003100	 3996	BnaCnng24820D	 87	-10.60	 -0.1413	398	484	1	87
BnaCnnLNG0003200	 425	BnaCnng25110D	 489	-9.63	 -0.2534	1	81	409	489
BnaCnnLNG0003400	 8129	BnaCnng26580D	 165	-17.07	 -0.1047	1849	2013	1	165
BnaCnnLNG0003400	 8129	BnaCnng26620D	 183	-20.82	 -0.1270	5551	5733	1	183
BnaCnnLNG0003400	 8129	BnaCnng26650D	 312	-30.26	 -0.1058	4661	4972	1	312
BnaCnnLNG0003500	 2641	BnaCnng27070D	 336	-26.78	 -0.1022	521	856	1	336
BnaCnnLNG0003500	 2641	BnaCnng27090D	 96	-13.54	 -0.2220	551	646	1	96
BnaCnnLNG0003600	 2669	BnaCnng27200D	 87	-10.72	 -0.1757	1586	1672	1	87
BnaCnnLNG0003600	 2669	BnaCnng27300D	 48	-6.55	 -0.1638	805	852	1	48
BnaCnnLNG0003900	 2646	BnaCnng27880D	 144	-13.23	 -0.1058	1071	1214	1	144
BnaCnnLNG0004300	 717	BnaCnng30380D	 63	-8.25	 -0.1473	295	357	1	63
BnaCnnLNG0004300	 717	BnaCnng30420D	 111	-13.34	 -0.1247	208	318	1	111
BnaCnnLNG0004500	 308	BnaCnng31710D	 285	-15.02	 -0.1029	1	220	66	285
BnaCnnLNG0004500	 308	BnaCnng31760D	 297	-15.58	 -0.1046	129	308	1	180
BnaCnnLNG0004900	 2054	BnaCnng33740D	 165	-14.42	 -0.1457	1647	1811	1	165
BnaCnnLNG0005000	 618	BnaCnng34410D	 588	-12.76	 -0.1072	449	618	1	170
BnaCnnLNG0005100	 1307	BnaCnng34900D	 87	-8.85	 -0.1229	1160	1246	1	87
BnaCnnLNG0005200	 2745	BnaCnng34900D	 87	-8.42	 -0.1052	570	656	1	87
BnaCnnLNG0005300	 2180	BnaCnng34900D	 87	-14.21	 -0.3023	867	953	1	87
BnaCnnLNG0005700	 333	BnaCnng35680D	 186	-17.59	 -0.1571	11	196	1	186
BnaCnnLNG0005700	 333	BnaCnng35720D	 237	-8.58	 -0.1034	240	333	1	94
BnaCnnLNG0005700	 333	BnaCnng35740D	 237	-8.58	 -0.1034	240	333	1	94
BnaCnnLNG0005900	 407	BnaCnng36240D	 165	-9.84	 -0.1640	1	83	83	165
BnaCnnLNG0006100	 1707	BnaCnng36810D	 195	-15.10	 -0.1119	1039	1233	1	195
BnaCnnLNG0006800	 256	BnaCnng40130D	 1860	-12.34	 -0.1102	70	256	1	187
BnaCnnLNG0006800	 256	BnaCnng40150D	 198	-10.17	 -0.1541	149	256	1	108
BnaCnnLNG0006900	 1395	BnaCnng40290D	 144	-17.71	 -0.1238	1234	1377	1	144
BnaCnnLNG0007200	 651	BnaCnng42050D	 84	-6.37	 -0.1481	544	627	1	84
BnaCnnLNG0007500	 1403	BnaCnng44100D	 225	-18.47	 -0.1061	1051	1275	1	225
BnaCnnLNG0007500	 1403	BnaCnng44200D	 291	-30.15	 -0.1081	1002	1292	1	291
BnaCnnLNG0008100	 1121	BnaCnng47500D	 78	-7.63	 -0.1956	624	701	1	78
BnaCnnLNG0008700	 3337	BnaCnng49450D	 90	-10.55	 -0.1445	660	749	1	90
BnaCnnLNG0008900	 1344	BnaCnng50620D	 90	-7.05	 -0.1237	763	852	1	90
BnaCnnLNG0009000	 2063	BnaCnng51070D	 288	-27.64	 -0.1024	1723	2010	1	288
BnaCnnLNG0009100	 483	BnaCnng51360D	 588	-12.05	 -0.2114	1	80	509	588
BnaCnnLNG0009700	 312	BnaCnng54150D	 192	-7.47	 -0.3112	1	40	153	192
BnaCnnLNG0009700	 312	BnaCnng54220D	 162	-11.92	 -0.1192	1	121	42	162
BnaCnnLNG0009800	 758	BnaCnng54150D	 192	-13.26	 -0.1143	268	459	1	192
